     1    2.1743140221   -0.0760492831  303.2178955078
     2    2.1811320782   -0.0785757229  303.2990112305
     3    2.1831829548   -0.0762813687  303.3942871094
     4    2.1795730591   -0.0694356933  303.4563903809
     5    2.1745460033   -0.0598498508  303.5226135254
     6    2.1670310497   -0.0483780503  303.5799865723
     7    2.1560618877   -0.0360722095  303.5400085449
     8    2.1492760181   -0.0231859591  303.5935058594
     9    2.1363840103   -0.0098891603  303.4916076660
    10    2.1281619072    0.0036881140  303.4959106445
    11    2.1169559956    0.0157808997  303.4177856445
    12    2.1079049110    0.0258843303  303.3988952637
    13    2.0941181183    0.0326381400  303.3424987793
    14    2.0833289623    0.0374077111  303.3046875000
    15    2.0707221031    0.0385139510  303.2976989746
    16    2.0597391129    0.0386454090  303.2944946289
    17    2.0492429733    0.0360276401  303.3352050781
    18    2.0388751030    0.0319090895  303.3399963379
    19    2.0287449360    0.0251263995  303.3559875488
    20    2.0229520798    0.0173281096  303.3919982910
    21    2.0164370537    0.0089163026  303.3916015625
    22    2.0128331184   -0.0001100872  303.4184875488
    23    2.0085279942   -0.0087809451  303.4039001465
    24    2.0079629421   -0.0162234902  303.4133911133
    25    2.0085599422   -0.0221589506  303.3691101074
    26    2.0129790306   -0.0256748106  303.3931884766
    27    2.0184309483   -0.0268665794  303.4034118652
    28    2.0224840641   -0.0264708102  303.3760070801
    29    2.0302169323   -0.0237723608  303.3872985840
    30    2.0361440182   -0.0194665398  303.3750915527
    31    2.0387959480   -0.0141965896  303.3416137695
    32    2.0438089371   -0.0078800628  303.3428039551
    33    2.0516519547   -0.0013284830  303.3771972656
    34    2.0578250885    0.0033196120  303.4533996582
    35    2.0603969097    0.0061018160  303.4432983398
    36    2.0681400299    0.0067313570  303.4985046387
    37    2.0739910603    0.0047377599  303.5649108887
    38    2.0789198875   -0.0000737043  303.6097106934
    39    2.0859549046   -0.0068020988  303.6982116699
    40    2.0901160240   -0.0154609801  303.7495117188
    41    2.0942618847   -0.0244411398  303.7719116211
    42    2.0977270603   -0.0333535895  303.7587890625
    43    2.1017990112   -0.0424386412  303.8102111816
    44    2.1064600945   -0.0509812906  303.8102111816
    45    2.1077148914   -0.0589422211  303.7492980957
    46    2.1123011112   -0.0663454309  303.7627868652
    47    2.1160631180   -0.0725569874  303.7533874512
    48    2.1194798946   -0.0771921277  303.7007141113
    49    2.1206760406   -0.0801791325  303.6568908691
    50    2.1241030693   -0.0818112493  303.6412048340
    51    2.1264390945   -0.0822695568  303.6293945312
    52    2.1309790611   -0.0820503831  303.6043090820
    53    2.1352400780   -0.0817021206  303.5978088379
    54    2.1431839466   -0.0803900808  303.6079101562
    55    2.1465981007   -0.0808575079  303.5817871094
    56    2.1514708996   -0.0814949274  303.5440979004
    57    2.1608529091   -0.0822556391  303.5685119629
    58    2.1685171127   -0.0832554027  303.6138916016
    59    2.1755020618   -0.0835970491  303.6130065918
    60    2.1810050011   -0.0827020481  303.5889892578
    61    2.1873259544   -0.0798937008  303.5848083496
    62    2.1941831112   -0.0735092908  303.5595092773
    63    2.1995890141   -0.0648578405  303.4306030273
    64    2.2063560486   -0.0539223887  303.2972106934
    65    2.2084100246   -0.0434339307  303.0202941895
    66    2.2076590061   -0.0354272388  302.7434082031
    67    2.2023179531   -0.0309222192  302.4313049316
    68    2.1958100796   -0.0267513897  302.1947937012
    69    2.1877889633   -0.0204058606  302.0221862793
    70    2.1774690151   -0.0104096197  301.8806152344
    71    2.1724810600    0.0018440890  301.8728942871
    72    2.1669840813    0.0128321899  301.8536071777
    73    2.1599249840    0.0201325491  301.8572082520
    74    2.1525640488    0.0234708209  301.8515930176
    75    2.1470079422    0.0240598097  301.8999938965
    76    2.1334939003    0.0231528506  301.8706054688
    77    2.1246590614    0.0218333695  301.9206848145
    78    2.1128280163    0.0215347409  301.9108886719
    79    2.1061670780    0.0241183303  301.8992004395
    80    2.1071910858    0.0308921207  301.9562988281
    81    2.1086480618    0.0404261015  301.8970031738
    82    2.1192219257    0.0518580787  301.8612060547
    83    2.1333079338    0.0645421222  301.7720947266
    84    2.1530098915    0.0765621737  301.6727905273
    85    2.1774699688    0.0816648602  301.5480041504
    86    2.2012679577    0.0779302567  301.4801025391
    87    2.2181069851    0.0666249171  301.4349060059
    88    2.2332589626    0.0548247807  301.4826965332
    89    2.2452390194    0.0455987789  301.6101074219
    90    2.2503030300    0.0377797708  301.7027893066
    91    2.2495059967    0.0321611799  301.7260131836
    92    2.2439260483    0.0285763200  301.7132873535
    93    2.2366950512    0.0259246696  301.7441101074
    94    2.2237820625    0.0230881609  301.7117919922
    95    2.2053070068    0.0189722199  301.6917114258
    96    2.1857509613    0.0096952524  301.7022094727
    97    2.1629159451   -0.0091976570  301.6618957520
    98    2.1487820148   -0.0385228097  301.6463012695
    99    2.1453139782   -0.0733058527  301.5810852051
   100    2.1510779858   -0.1053028032  301.5390014648
   101    2.1629209518   -0.1264716983  301.5152893066
   102    2.1800820827   -0.1312091053  301.5827026367
   103    2.1984920502   -0.1183727980  301.7780151367
   104    2.2086310387   -0.0946776271  301.8924865723
   105    2.2214360237   -0.0691756308  302.0386047363
   106    2.2325410843   -0.0500374697  302.1575012207
   107    2.2398290634   -0.0356673114  302.1940917969
   108    2.2455170155   -0.0264475904  302.1885070801
   109    2.2526059151   -0.0195972007  302.2377929688
   110    2.2581329346   -0.0141568696  302.2337036133
   111    2.2620398998   -0.0108496798  302.2439880371
   112    2.2672750950   -0.0095163304  302.2817993164
   113    2.2704219818   -0.0086608268  302.2351074219
   114    2.2741720676   -0.0090410113  302.2781982422
   115    2.2766509056   -0.0105338404  302.2539062500
   116    2.2767889500   -0.0127524696  302.2186889648
   117    2.2798130512   -0.0162489899  302.2586975098
   118    2.2832770348   -0.0202182308  302.2654113770
   119    2.2828309536   -0.0254678708  302.2398071289
   120    2.2825710773   -0.0315257497  302.2237854004
   121    2.2830319405   -0.0383973084  302.2301025391
   122    2.2830700874   -0.0455299504  302.2677001953
   123    2.2803950310   -0.0530553609  302.2163085938
   124    2.2796099186   -0.0611190982  302.2112121582
   125    2.2809259892   -0.0677414015  302.2637023926
   126    2.2785620689   -0.0742306635  302.2366027832
   127    2.2790319920   -0.0801554918  302.2647094727
   128    2.2768070698   -0.0856510475  302.2647094727
   129    2.2754991055   -0.0915771499  302.2659912109
   130    2.2759189606   -0.0970584601  302.2879943848
   131    2.2729089260   -0.1020611972  302.2734069824
   132    2.2699949741   -0.1067337021  302.2338867188
   133    2.2686350346   -0.1112124994  302.2744140625
   134    2.2674989700   -0.1150121987  302.2634887695
   135    2.2677950859   -0.1187919974  302.3086853027
   136    2.2666749954   -0.1221503988  302.2507019043
   137    2.2675890923   -0.1251676977  302.2654113770
   138    2.2701780796   -0.1289791018  302.2471923828
   139    2.2751009464   -0.1329915971  302.2702941895
   140    2.2815809250   -0.1387283057  302.2702026367
   141    2.2901899815   -0.1455325931  302.2929077148
   142    2.2959699631   -0.1551019996  302.2720031738
   143    2.3029470444   -0.1661576927  302.2369079590
   144    2.3150949478   -0.1764474958  302.2886962891
   145    2.3176031113   -0.1806917936  302.2987976074
   146    2.3141169548   -0.1757130027  302.3452148438
   147    2.3022170067   -0.1599027961  302.3082885742
   148    2.2930569649   -0.1382036954  302.3482971191
   149    2.2783300877   -0.1142797992  302.2988891602
   150    2.2693459988   -0.0926911384  302.3161010742
   151    2.2580780983   -0.0748218372  302.2893066406
   152    2.2467939854   -0.0611079000  302.2828063965
   153    2.2345249653   -0.0518837497  302.2471008301
   154    2.2236590385   -0.0445880108  302.2210998535
   155    2.2153511047   -0.0395063087  302.2257080078
   156    2.2091000080   -0.0340585411  302.1875915527
   157    2.2003600597   -0.0290421005  302.1547851562
   158    2.1960730553   -0.0232334398  302.1723022461
   159    2.1892910004   -0.0180290993  302.1307983398
   160    2.1869330406   -0.0129216202  302.1405029297
   161    2.1830329895   -0.0098517463  302.1227111816
   162    2.1803400517   -0.0080703516  302.1372070312
   163    2.1803500652   -0.0095110284  302.1321105957
   164    2.1823229790   -0.0128046302  302.1989135742
