 0.05  -2.0 0   cyl prot, k = 1, delta = 0.0
 0.10  -2.0 0 
 0.20  -2.0 0
 0.30  -2.0 0
 0.40  -2.0 0
 0.50  -2.0 0
 0.60  -2.0 0
 0.70  -2.0 0
 0.80  -2.0 0
 0.90  -2.0 0
 1.00  -2.0 0
 1.10  -2.0 0
 1.20  -2.0 0
 1.30  -2.0 0
 1.40  -2.0 0 
 1.50  -2.0 0
 1.60  -2.0 0
 1.70  -2.0 0
 1.80  -2.0 0
 1.90  -2.0 0
99 99 99

 0.05  -2.0 0   case 160
 0.10  -2.0 0 
 0.20  -2.0 0
 0.30  -2.0 0
 0.40  -2.0 0
 0.50  -2.0 0
 0.60  -2.0 0
 0.70  -2.0 0
 0.80  -2.0 0
 0.90  -2.0 0
 1.00  -2.0 0
 1.10  -2.0 0
 1.20  -2.0 0
 1.30  -2.0 0
 1.40  -2.0 0 
 1.50  -2.0 0
 1.60  -2.0 0
 1.70  -2.0 0
 1.80  -2.0 0
 1.90  -2.0 0
99 99 99

99 99 99
 0.05  -2.0 0   case 150
 0.10  -2.0 0
 0.20  -2.0 0
 0.30  -2.0 0
 0.40  -2.0 0
 0.50  -2.0 0
 0.60  -2.0 0
 0.70  -2.0 0
 0.80  -2.0 0
 0.90  -2.0 0
 1.00  -2.0 0
 1.10  -2.0 0
 1.20  -2.0 0
 1.30  -2.0 0
 1.40  -2.0 0 
 1.50  -2.0 0
 1.60  -2.0 0
 1.70  -2.0 0
 1.80  -2.0 0
 1.90  -2.0 0
99 99 99

 -1.6  -0.01 0   case 68
 -1.5  -0.01 0  
 -1.4  -0.01 0  
 -1.3  -0.01 0  
 -1.2  -0.01 0  
 -1.1  -0.01 0  
 -1.0  -0.01 0  
 -0.9  -0.01 0 
 -0.8  -0.01 0
 -0.7  -0.01 0
 -0.6  -0.01 0
 -0.5  -0.01 0
 0.05  -2.0  0
 0.10  -2.0  0
 0.15  -2.0  0
 0.20  -2.0  0
 0.25  -2.0  0
 0.30  -2.0  0
 0.35  -2.0  0
 0.40  -2.0  0
 0.45  -2.0  0
 0.50  -2.0  0
 0.55  -2.0  0
 0.60  -2.0  0
 99 99 99

0.01  -2.0  0 case 67
0.05  -2.0  0 
0.10  -2.0  0
0.15  -2.0  0
0.20  -2.0  0
0.25  -2.0  0
0.30  -2.0  0
0.35  -2.0  0
0.40  -2.0  0
0.45  -2.0  0
0.50  -2.0  0
0.55  -2.0  0
0.60  -2.0  0
-0.9  -0.001 0
-0.8  -0.001 0
-0.7  -0.001 0
-0.6  -0.001 0
-0.5  -0.001 0
-0.4  -0.001 0
99 99 99

0.01  -2.0  0 case 66
0.05  -2.0  0 
0.10  -2.0  0
0.15  -2.0  0
0.20  -2.0  0
0.25  -2.0  0
0.30  -2.0  0
0.35  -2.0  0
0.40  -2.0  0
0.45  -2.0  0
0.50  -2.0  0
0.55  -2.0  0
0.60  -2.0  0
99 99 99

0.05 -4.0 0     case 103
0.10 -4.0 0
0.20 -4.0 0
0.30 -4.0 0
0.40 -4.0 0
0.50 -4.0 0
0.60 -4.0 0
0.70 -4.0 0
0.80 -4.0 0
0.90 -4.0 0
1.00 -4.0 0
1.10 -4.0 0
1.20 -4.0 0
1.30 -4.0 0
1.40 -4.0 0
1.50 -4.0 0
1.60 -4.0 0
1.70 -4.0 0
1.80 -4.0 0
1.90 -4.0 0
2.00 -4.0 0
2.10 -4.0 0
2.20 -4.0 0
2.30 -4.0 0
2.40 -4.0 0
2.50 -4.0 0
2.60 -4.0 0
2.70 -4.0 0
2.80 -4.0 0
2.90 -4.0 0
3.00 -4.0 0
3.10 -4.0 0
3.20 -4.0 0
3.30 -4.0 0
3.40 -4.0 0
3.50 -4.0 0
3.60 -4.0 0
3.70 -4.0 0
3.80 -4.0 0
3.90 -4.0 0
99 99 99

0.05 -4.0 0     case 102
0.10 -4.0 0
0.20 -4.0 0
0.30 -4.0 0
0.40 -4.0 0
0.50 -4.0 0
0.60 -4.0 0
0.70 -4.0 0
0.80 -4.0 0
0.90 -4.0 0
1.00 -4.0 0
1.10 -4.0 0
1.20 -4.0 0
1.30 -4.0 0
1.40 -4.0 0
1.50 -4.0 0
1.60 -4.0 0
1.70 -4.0 0
1.80 -4.0 0
1.90 -4.0 0
2.00 -4.0 0
2.10 -4.0 0
2.20 -4.0 0
2.30 -4.0 0
2.40 -4.0 0
2.50 -4.0 0
2.60 -4.0 0
2.70 -4.0 0
2.80 -4.0 0
2.90 -4.0 0
3.00 -4.0 0
3.10 -4.0 0
3.20 -4.0 0
4.7  4.0 0
4.8  4.0 0
4.9  4.0 0
5.0  4.0 0
5.1  4.0 0
5.2  4.0 0
3.30 -4.0 0
3.40 -4.0 0
3.50 -4.0 0
3.60 -4.0 0
3.70 -4.0 0
99 99 99

0.30 -4.0 0    case 101 b
0.40 -4.0 0
0.50 -4.0 0
0.60 -4.0 0
0.70 -4.0 0
0.80 -4.0 0
0.90 -4.0 0
1.00 -4.0 0
1.10 -4.0 0
1.20 -4.0 0
1.30 -4.0 0
1.40 -4.0 0
1.50 -4.0 0
1.60 -4.0 0
1.70 -4.0 0
1.80 -4.0 0
1.90 -4.0 0
2.00 -4.0 0
2.10 -4.0 0
2.20 -4.0 0
2.30 -4.0 0
2.40 -4.0 0
2.50 -4.0 0
2.60 -4.0 0
2.70 -4.0 0
2.80 -4.0 0
2.90 -4.0 0
3.00 -4.0 0
3.10 -4.0 0
3.20 -4.0 0
99 99 99

0.05 -2.0 0     case 100
0.10 -2.0 0
0.20 -2.0 0
0.30 -2.0 0
0.40 -2.0 0
0.50 -2.0 0
0.60 -2.0 0
0.70 -2.0 0
0.80 -2.0 0
0.90 -2.0 0
1.00 -2.0 0
1.10 -2.0 0
1.20 -2.0 0
1.30 -2.0 0
1.40 -2.0 0
1.50 -2.0 0
1.60 -2.0 0
1.70 -2.0 0
1.80 -2.0 0
1.90 -2.0 0
2.00 -2.0 0
2.10 -2.0 0
2.20 -2.0 0
2.30 -2.0 0
2.40 -2.0 0
2.50 -2.0 0
2.60 -2.0 0
2.70 -2.0 0
2.80 -2.0 0
2.90 -2.0 0
3.00 -2.0 0
3.10 -2.0 0
3.20 -2.0 0
99 99 99

 0.05  -2.0  0   case 08
 0.10  -2.0  0
 0.15  -2.0  0
 0.20  -2.0  0
 0.25  -2.0  0
 0.30  -2.0  0
 0.35  -2.0  0
 0.40  -2.0  0
 0.45  -2.0  0
 0.50  -2.0  0
 0.55  -2.0  0
 0.60  -2.0  0
 0.65  -2.0  0
 0.70  -2.0  0
 0.75  -2.0  0
 0.80  -2.0  0
 0.85  -2.0  0
 0.90  -2.0 0
 0.95  -2.0 0
 0.99  -2.0 0
 99 99 99

 -1.98 0.001 0 cylindrical cavity, case27.
 -1.9  0.001 0 
 -1.8  0.001 0 
 -1.6 -0.001 0 
 -1.5 -0.001 0 
 -1.4 -0.001 0 
 -1.3 -0.001 0 
 -1.2 -0.001 0 
 -1.1 -0.001 0 
 -1.0 -0.001 0 
 -0.9 -0.001 0
 -0.8 -0.001 0
 -0.7 -0.001 0
 -0.6 -0.001 0
 -0.5 -0.001 0
  0.01 -2.0 0
  0.10 -2.0 0
  0.20 -2.0 0
  0.30 -2.0 0
  0.40 -2.0 0
  0.50 -2.0 0
  0.60 -2.0 0
  0.70 -2.0 0
  0.80 -2.0 0
  0.90 -2.0 0
  1.00 -2.0 0
   1.1  2 0
   1.2  2 0
 1.3  2 0
 1.4  2 0
 1.5  2 0
 1.6  2 0
 1.7  2 0
 1.8  2 0
 1.9  2 0
 2.0  2 0
 0.93 0.001 0
 0.89 0.001 0
  99 99 99

 0.05  -2.0  0   case 08
 0.10  -2.0  0
 0.15  -2.0  0
 0.20  -2.0  0
 0.25  -2.0  0
 0.30  -2.0  0
 0.35  -2.0  0
 0.40  -2.0  0
 0.45  -2.0  0
 0.50  -2.0  0
 0.55  -2.0  0
 0.60  -2.0  0
 0.65  -2.0  0
 0.70  -2.0  0
 0.75  -2.0  0
 0.80  -2.0  0
 0.85  -2.0  0
 0.55 0.0001 0
 0.60 0.00001 0
 0.65 0.00001 0
 0.70 0.00001 0
 0.75 0.00001 0
 0.80 0.00001 0
 0.85 0.00001 0
 0.90 0.00001 0
 0.95 0.00001 0
 1.2 2.0 0
 1.6 2.0 0
 99 99 99
 -0.95 -0.001 0   spherical cavity, alpha = pi/2
 -0.9  -0.001 0
 -0.8  -0.001 0
 -0.7  -0.001 0
 -0.6  -0.001 0
 -0.5  -0.001 0
 -0.4  -0.001 0
 -0.3  -0.001 0
 -0.2  -0.001 0
 -0.1  -0.001 0
 -0.05 -0.001 0
